Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,OriginalTimestamp
goutampq.normal.csv,13.772836,2.118492,1.250496,1.223849,1.136762,49.51149,3.915852,0.880146,1.466908,1.205574,10.276699,2.081189,1.689973,1.071451,1.24157,36.760136,1.863941,1.819229,1.470165,1.551207,9.838299,0.800225,1.283416,2.064271,4.043473,12.288522,3.145735,2.447152,2.100348,5.917003,13.378642,1.410018,0.650554,0.921112,2.752764,8.538409,2.451097,1.586999,0.875629,1.318884,11.793384,2.813116,2.784652,1.473591,2.717136,12.247431,2.950877,1.844613,1.29877,3.190384,21.240561,4.358356,3.14622,1.757275,2.07123,18.117855,3.630106,3.003802,1.757507,2.079026,24.066385,5.342546,2.283654,1.353016,1.516795,16.257862,3.390254,2.408823,1.223736,1.401129,1702545500
goutampq.normal.csv,16.499992,2.057999,1.148618,1.173303,1.154348,59.873322,4.337305,1.110713,1.345668,1.218148,12.304628,2.082597,1.607199,1.108963,1.294013,42.376541,1.893931,1.787783,1.546532,1.53532,11.56027,0.782787,1.192948,2.406337,4.31771,11.352776,2.907668,2.115243,2.305277,6.460199,14.520041,1.754384,0.735262,1.015507,3.0173,9.904758,2.736264,1.743914,0.94339,1.381892,12.974622,2.960065,2.763749,1.659203,2.770623,13.732629,2.700923,1.67175,1.622992,3.652792,23.726265,4.361604,2.964837,1.787849,2.046094,21.699413,3.682153,3.070463,1.808935,2.177869,26.93755,4.657157,2.104759,1.245225,1.597098,18.710392,3.437673,2.453436,1.244436,1.472236,1702545500
goutampq.normal.csv,18.102049,2.074669,1.147359,1.196974,1.203416,66.845116,4.555165,1.655318,1.261391,1.275199,13.581053,2.155276,1.618983,1.222368,1.338207,44.994724,1.891477,1.868184,1.672613,1.522097,12.777812,0.858805,1.288766,3.059974,4.631805,10.429779,2.769644,1.82242,2.81373,6.99224,14.776315,2.253961,0.935324,1.256494,3.203627,10.816977,3.023763,1.950746,1.088077,1.423019,13.29785,3.157072,2.734147,1.989534,2.802495,14.365224,2.498674,1.631171,2.04524,4.015143,24.621967,4.351298,2.994616,1.922062,2.038909,24.042599,3.808993,3.32748,1.994972,2.257278,27.546577,4.034781,2.125238,1.283527,1.681254,20.14089,3.527077,2.55047,1.395746,1.556868,1702545500
goutampq.normal.csv,18.0856,2.168249,1.258461,1.332654,1.30371,66.76609,4.570302,2.447001,1.26244,1.377357,13.853193,2.346483,1.734209,1.444249,1.391617,43.646431,1.866861,2.041081,1.880789,1.555479,13.130464,0.991274,1.584241,3.994246,4.947823,9.647904,2.672745,1.618857,3.650855,7.551836,14.216854,2.849333,1.233555,1.651834,3.316542,11.189791,3.334171,2.225952,1.340087,1.443698,12.730371,3.467922,2.744109,2.484144,2.860173,14.010989,2.536049,1.717404,2.515266,4.225953,23.920309,4.528054,3.23005,2.230313,2.098698,24.838877,4.085375,3.73767,2.38636,2.347673,25.366713,3.542588,2.280532,1.52114,1.781195,20.489582,3.6854,2.682666,1.7235,1.663905,1702545500
goutampq.normal.csv,16.257868,2.385226,1.464806,1.565417,1.456856,59.749794,4.509811,3.327614,1.354838,1.512757,12.755628,2.757498,1.917773,1.752486,1.463483,38.345821,1.863705,2.242114,2.147831,1.665946,12.334208,1.188889,2.00983,5.036269,5.222284,8.919515,2.59026,1.49291,4.687146,8.1262,12.846214,3.490879,1.567016,2.140841,3.371426,10.592144,3.739733,2.570684,1.683189,1.444721,11.068394,3.954806,2.848287,3.091651,2.957664,12.391819,2.957579,1.896939,2.966647,4.281615,21.103233,5.098782,3.564447,2.700157,2.2419,23.066345,4.696691,4.204045,2.962649,2.462719,20.862396,3.281256,2.433779,1.919742,1.901275,19.151838,4.008785,2.821659,2.195078,1.794346,1702545500
goutampq.normal.csv,13.165294,2.75554,1.701067,1.826912,1.634843,47.018349,4.505444,4.065136,1.494221,1.650971,10.743122,3.426611,2.094131,2.068699,1.545199,30.481514,1.935419,2.383113,2.391441,1.841404,10.42372,1.453543,2.433244,5.914855,5.400287,8.487819,2.514213,1.39327,5.660434,8.592047,10.788079,4.12406,1.838876,2.601935,3.367234,9.3002,4.294286,2.919735,2.040029,1.425662,8.835921,4.612145,3.042558,3.668992,3.065114,9.931713,3.737919,2.101662,3.303071,4.230415,17.125866,6.088697,3.828768,3.219061,2.436886,19.67873,5.725964,4.56321,3.590776,2.583852,15.437907,3.30817,2.452054,2.359665,2.027375,16.850145,4.549775,2.911759,2.696725,1.930851,1702545500
goutampq.normal.csv,9.952567,3.228324,1.87972,2.026566,1.785025,32.376854,4.576131,4.452391,1.610764,1.748319,8.463288,4.234692,2.182585,2.295303,1.610451,22.228233,2.081275,2.387147,2.506731,2.022163,7.963269,1.753705,2.707365,6.357708,5.411157,8.483824,2.578267,1.330888,6.257022,8.737608,8.604634,4.694993,1.967618,2.890198,3.275206,7.666776,4.984665,3.166281,2.300931,1.385442,6.544944,5.335173,3.266986,4.038717,3.123159,7.280909,4.658306,2.259557,3.437637,4.141266,12.965296,7.240399,3.875058,3.626695,2.611622,15.606,7.004237,4.658426,4.080365,2.664454,10.431161,3.59182,2.272256,2.698115,2.125134,14.327954,5.212449,2.891824,3.077608,2.036771,1702545500
goutampq.normal.csv,7.174558,3.674311,1.929014,2.094851,1.851906,19.14031,4.632939,4.383651,1.643779,1.764038,6.466345,4.934116,2.133088,2.359884,1.627596,15.007575,2.233221,2.227351,2.417964,2.128094,5.457826,2.015959,2.73408,6.219728,5.202399,9.372894,2.91131,1.377208,6.265693,8.378139,6.482279,5.121126,1.902464,2.902266,3.060515,6.121107,5.690168,3.194526,2.376014,1.325848,4.664267,5.941891,3.419947,4.081279,3.080452,4.89201,5.401146,2.315242,3.341001,4.062967,9.367035,8.1444,3.638552,3.790585,2.68704,11.966446,8.157188,4.405136,4.267249,2.656131,7.119083,3.992373,1.907779,2.83364,2.150281,11.981183,5.78711,2.725906,3.215556,2.071553,1702545500
goutampq.normal.csv,5.6528,3.960021,1.859731,2.010461,1.804253,10.776561,4.545508,3.936536,1.568855,1.679491,5.444177,5.283714,1.983799,2.240376,1.575683,9.989436,2.3109,1.971191,2.120219,2.102069,3.77959,2.175719,2.535239,5.549729,4.780305,11.497154,3.555045,1.629239,5.691989,7.494329,5.119527,5.339473,1.668102,2.629264,2.722316,5.311761,6.264524,2.982938,2.235597,1.254476,3.735844,6.267974,3.455258,3.791408,2.925576,3.504567,5.725866,2.298049,3.043531,4.009298,7.449146,8.480653,3.232561,3.654637,2.617089,9.990676,8.834685,3.899632,4.074708,2.537273,5.763405,4.356759,1.503996,2.734797,2.069751,10.675314,6.080327,2.467957,3.064638,2.010649,1702545501
goutampq.normal.csv,5.18503,3.999176,1.750109,1.801543,1.657058,7.029497,4.221662,3.308892,1.401617,1.512846,5.275742,5.17735,1.834035,1.968995,1.462239,6.711517,2.269224,1.751967,1.687228,1.948294,3.034341,2.185947,2.239057,4.585953,4.233141,14.672759,4.412449,2.156583,4.738544,6.290934,4.432622,5.287989,1.351456,2.162045,2.320103,5.165592,6.548059,2.611753,1.920966,1.188168,3.667758,6.228286,3.404045,3.270528,2.700089,3.026104,5.544704,2.292393,2.618074,3.964772,6.932333,8.168373,2.870053,3.253634,2.424949,9.597553,8.851087,3.356271,3.543753,2.337862,5.703408,4.556563,1.244031,2.439402,1.892127,10.148936,5.981696,2.229398,2.670748,1.867324,1702545501
goutampq.normal.csv,5.321179,3.794163,1.690732,1.538772,1.462286,6.156447,3.669224,2.732803,1.193609,1.310081,5.689267,4.659825,1.767462,1.62396,1.319212,4.95693,2.147488,1.685419,1.250378,1.725874,3.14408,2.023142,1.998552,3.652983,3.700989,17.740675,5.249155,2.89583,3.706915,5.103069,4.491595,4.903697,1.047191,1.653554,1.951321,5.531043,6.401448,2.193328,1.527805,1.143488,4.114517,5.817951,3.305416,2.688214,2.472792,3.199217,4.925429,2.344493,2.166705,3.902575,7.439391,7.313284,2.688891,2.70414,2.186741,10.28155,8.206695,2.95828,2.825888,2.12292,6.766525,4.616926,1.234339,2.043317,1.670248,10.024832,5.485,2.110119,2.158463,1.685934,1702545501
goutampq.normal.csv,5.428355,3.521776,1.738232,1.311817,1.276652,6.499297,3.116223,2.37255,1.025501,1.121896,6.080541,3.95849,1.813051,1.299034,1.18058,3.999822,2.035028,1.815777,0.951517,1.50772,3.620466,1.733306,1.90142,3.020891,3.311027,19.929657,5.790665,3.661421,2.900315,4.221858,4.915736,4.224419,0.827947,1.265921,1.696149,5.944267,5.863074,1.830101,1.170483,1.122726,4.636919,5.164664,3.183602,2.219982,2.292635,3.560531,4.100016,2.439354,1.792644,3.806097,8.118009,6.212408,2.697332,2.163349,1.980089,10.97338,7.193641,2.776472,2.124155,1.94776,8.284555,4.621293,1.465297,1.664852,1.471208,9.702681,4.836584,2.146124,1.68642,1.514206,1702545501
goutampq.normal.csv,5.706314,3.429994,1.933236,1.191312,1.135795,10.114815,2.910635,2.395921,0.973024,0.983799,6.176977,3.335533,1.948115,1.067513,1.067062,3.624801,2.071189,2.113671,0.878277,1.344386,4.095042,1.408721,1.927685,2.780922,3.125924,20.450804,5.82708,4.21353,2.496796,3.765724,5.399179,3.372184,0.724102,1.091663,1.57682,6.042149,5.102128,1.602551,0.928388,1.113764,4.83667,4.459278,3.055114,1.958961,2.165612,3.782536,3.361945,2.532873,1.536247,3.669713,8.411572,5.202955,2.834569,1.758385,1.844123,10.97609,6.212739,2.809945,1.604836,1.829397,9.914564,4.593013,1.896362,1.391913,1.344378,9.385128,4.398459,2.350631,1.381073,1.381036,1702545501
goutampq.normal.csv,7.74157,3.710342,2.288859,1.205715,1.045005,22.957403,3.265765,2.920617,1.089197,0.907994,6.147834,2.920508,2.117459,0.964636,0.98212,3.827453,2.326019,2.502745,1.034535,1.246539,4.479377,1.115134,1.977154,2.823004,3.13318,19.472418,5.298932,4.360271,2.483182,3.644454,5.759248,2.486874,0.74419,1.123626,1.551331,5.78919,4.329672,1.567588,0.822998,1.097292,4.764483,3.875983,2.948391,1.892505,2.058225,3.964761,2.906582,2.583364,1.386972,3.485012,8.388413,4.487731,3.007731,1.550305,1.769754,10.613513,5.502599,3.005728,1.348188,1.747251,11.401364,4.550135,2.442928,1.258853,1.300574,10.674633,4.438814,2.716148,1.298877,1.288931,1702545501
goutampq.normal.csv,12.724771,4.42175,2.756746,1.331183,0.984725,49.499802,4.165032,3.896987,1.37626,0.882618,6.19992,2.687872,2.253684,0.979066,0.915078,4.651487,2.805788,2.874699,1.344361,1.188919,4.74486,0.874841,1.948755,2.93301,3.253105,17.268717,4.355227,4.068297,2.703743,3.623549,5.896578,1.689959,0.875292,1.276356,1.5381,5.232576,3.715295,1.72462,0.82426,1.05407,4.401744,3.505214,2.881325,1.933947,1.92286,4.113225,2.761637,2.54734,1.313858,3.238017,8.0109,4.085955,3.113757,1.523674,1.715912,10.154245,5.094241,3.272937,1.32942,1.66094,12.666485,4.558798,3.008653,1.245456,1.31062,14.55783,5.047245,3.18234,1.411006,1.218928,1702545501
goutampq.normal.csv,20.326618,5.444725,3.226623,1.512087,0.927021,88.395714,5.36986,5.09981,1.783469,0.878748,6.307611,2.56256,2.299947,1.069602,0.850014,6.205246,3.433497,3.117221,1.696469,1.130403,4.882684,0.715422,1.806407,2.928937,3.365434,14.790039,3.361046,3.50526,2.963954,3.474152,5.830179,1.140383,1.081365,1.439177,1.464577,4.722152,3.364672,1.988106,0.880503,0.974919,4.075047,3.335409,2.833384,1.978258,1.733816,4.448859,2.834932,2.405623,1.276501,2.923737,7.553803,3.96627,3.094524,1.623644,1.641482,9.844037,4.93189,3.506033,1.459919,1.53913,13.793601,4.650852,3.500619,1.316447,1.326651,20.644442,6.093132,3.651115,1.638457,1.146369,1702545501
goutampq.normal.csv,28.751917,6.466055,3.579118,1.678617,0.854552,130.598602,6.529992,6.227058,2.201151,0.867139,6.31104,2.465773,2.239795,1.182084,0.778296,8.339163,4.066294,3.174713,1.978113,1.044112,4.804686,0.639903,1.590865,2.744854,3.365005,12.620795,2.729743,2.916621,3.132008,3.096678,5.511762,0.897116,1.314422,1.530998,1.30522,4.27474,3.221224,2.235479,0.940409,0.863429,3.801761,3.263411,2.773679,1.95564,1.500807,4.816722,3.000753,2.184169,1.234846,2.56028,6.883614,4.065823,2.963167,1.776369,1.525952,9.451727,4.9035,3.640878,1.627709,1.375081,15.162778,4.875243,3.865784,1.439136,1.316128,27.33625,7.234859,4.028569,1.880101,1.058654,1702545502
goutampq.normal.csv,35.224941,7.094076,3.715479,1.774614,0.772915,163.426743,7.308511,6.95511,2.499317,0.835225,5.965815,2.359855,2.094579,1.274624,0.707174,10.186646,4.538135,3.041676,2.110144,0.938041,4.438483,0.643561,1.383618,2.416895,3.216244,11.00493,2.717777,2.495178,3.182358,2.558261,4.991269,0.916526,1.499469,1.521854,1.092418,4.053655,3.146745,2.347759,0.970627,0.73784,3.722165,3.185001,2.656423,1.864369,1.268344,5.146472,3.174362,1.92319,1.182334,2.202904,6.079847,4.315512,2.774816,1.921637,1.383828,8.758338,4.902436,3.659742,1.756274,1.193476,16.779043,5.205287,4.056879,1.590336,1.284882,32.179245,8.024431,4.242627,2.056278,0.968131,1702545502
goutampq.normal.csv,37.441002,7.040677,3.594826,1.78482,0.701787,174.084763,7.465854,7.03643,2.593291,0.785624,5.296515,2.254797,1.907685,1.335431,0.652007,10.943699,4.718439,2.768875,2.078616,0.839963,3.823921,0.7127,1.244459,2.04015,2.953239,10.005251,3.355964,2.293608,3.143428,2.007298,4.277372,1.084489,1.562216,1.425405,0.883507,3.861688,3.011951,2.256873,0.966308,0.623759,3.68762,3.046875,2.442571,1.74717,1.088567,5.188163,3.323085,1.653451,1.140364,1.932867,5.126803,4.632103,2.574992,2.035032,1.254479,7.708974,4.861689,3.564318,1.831464,1.034875,18.205545,5.560235,4.045038,1.757361,1.264347,33.513416,8.124729,4.250852,2.136611,0.899236,1702545502
goutampq.normal.csv,34.40641,6.278597,3.267388,1.726341,0.660015,159.702042,6.983565,6.418901,2.468943,0.728191,4.298718,2.201959,1.74807,1.369867,0.62474,10.597319,4.606506,2.454062,1.929888,0.771604,3.128391,0.835775,1.19008,1.701957,2.644167,9.435337,4.431304,2.252935,3.051853,1.579026,3.46953,1.275906,1.471501,1.285053,0.729903,3.661749,2.770771,1.978402,0.937556,0.544431,3.61887,2.870139,2.133291,1.651438,0.999757,4.919757,3.443394,1.408374,1.129989,1.845977,4.119029,4.922976,2.414967,2.108251,1.175239,6.266476,4.77494,3.418967,1.872736,0.93431,18.941168,5.815096,3.835026,1.917958,1.28402,30.263319,7.468995,4.092817,2.127191,0.87002,1702545502
goutampq.normal.csv,26.892853,5.071077,2.832651,1.614953,0.659419,123.929337,6.068254,5.32006,2.170433,0.677927,3.217757,2.21714,1.664432,1.375987,0.62999,9.358248,4.268108,2.206814,1.72446,0.741091,2.583232,0.974655,1.205578,1.433462,2.368531,9.42344,5.568233,2.294437,2.910209,1.342348,2.67004,1.400098,1.280027,1.143708,0.659365,3.314763,2.466326,1.609163,0.893653,0.514856,3.40403,2.706676,1.781189,1.589163,1.01364,4.3771,3.520233,1.21546,1.145037,2.015917,3.199434,5.083245,2.334206,2.117946,1.165471,4.734832,4.637488,3.306982,1.882566,0.910484,18.980177,5.905583,3.478317,2.020003,1.355428,23.490017,6.292842,3.854969,2.032704,0.885973,1702545502
goutampq.normal.csv,17.499268,3.914934,2.441421,1.464564,0.702197,79.155479,5.154666,4.183515,1.786607,0.654406,2.31136,2.295557,1.674691,1.353206,0.665197,7.992074,3.836808,2.106912,1.510916,0.745212,2.409791,1.082752,1.259442,1.231919,2.197587,10.228763,6.356879,2.401985,2.708967,1.292053,2.018457,1.453661,1.091407,1.033821,0.672547,2.838807,2.2092,1.252707,0.839975,0.536368,3.062941,2.606845,1.451023,1.539344,1.109042,3.719191,3.532838,1.074808,1.161785,2.43499,2.535521,5.092908,2.327365,2.04034,1.221197,3.415123,4.491845,3.279137,1.852357,0.961486,19.338034,5.935543,3.073186,2.014803,1.469286,15.243297,5.09402,3.665796,1.865331,0.941634,1702545502
goutampq.normal.csv,11.057619,3.437635,2.227296,1.289636,0.780819,43.715858,4.97433,3.547297,1.421136,0.675257,1.992829,2.4297,1.762725,1.300107,0.722543,7.4098,3.515735,2.192535,1.316403,0.776439,2.598462,1.121374,1.335106,1.086278,2.161568,12.098435,6.578118,2.610849,2.456659,1.378339,1.651513,1.495936,1.020263,0.973058,0.748963,2.429112,2.120473,1.019996,0.780528,0.595538,2.751824,2.598255,1.233669,1.471581,1.241945,3.220313,3.470528,0.992541,1.156662,3.000264,2.313086,5.036525,2.375142,1.869185,1.320181,2.785098,4.444111,3.343082,1.769427,1.067913,21.343861,6.139128,2.768436,1.894165,1.601389,9.757729,4.513233,3.644694,1.650663,1.025319,1702545502
goutampq.normal.csv,11.92892,4.070977,2.262503,1.109451,0.879327,34.502407,6.079667,3.733658,1.156315,0.747271,2.522839,2.635926,1.890762,1.225158,0.79195,8.446466,3.471663,2.440497,1.156883,0.828605,3.0593,1.098612,1.419458,1.019121,2.241802,14.925503,6.252492,2.944571,2.216207,1.544994,1.633807,1.602252,1.107456,0.973162,0.859975,2.306939,2.247851,0.949596,0.728828,0.670413,2.680776,2.674065,1.166547,1.378972,1.368007,3.092762,3.36776,0.966277,1.134813,3.561215,2.650417,5.098634,2.445625,1.638062,1.433537,3.11351,4.640093,3.461073,1.643113,1.202166,26.041431,6.739252,2.687106,1.697584,1.721862,10.19793,5.014352,3.841565,1.436321,1.123305,1702545502
goutampq.normal.csv,21.136337,5.790615,2.521906,0.948406,0.970205,55.676201,8.589957,4.687849,1.024859,0.854247,3.813939,2.958663,2.015711,1.145744,0.853942,10.783466,3.83305,2.777344,1.042657,0.887303,3.546441,1.086637,1.494752,1.073921,2.370169,17.594444,5.672457,3.369008,2.060979,1.721039,1.891911,1.815727,1.308289,1.02432,0.96672,2.589222,2.553756,1.00618,0.697648,0.731733,2.958694,2.806258,1.217582,1.280537,1.44768,3.397163,3.305491,0.993156,1.124107,3.969898,3.574345,5.494501,2.509487,1.411148,1.525618,4.341551,5.231261,3.572054,1.508101,1.326839,32.852207,7.736506,2.847095,1.497403,1.799893,17.092529,6.673839,4.195263,1.277842,1.213362,1702545503
goutampq.normal.csv,35.61459,8.046645,2.871941,0.83516,1.024691,97.156281,12.025709,5.972694,1.011711,0.964239,5.46775,3.385708,2.074631,1.087001,0.887276,13.72768,4.644246,3.075151,0.989589,0.933307,3.917287,1.203578,1.530035,1.284051,2.47597,19.406759,5.229082,3.791652,2.05594,1.849079,2.297166,2.121211,1.511165,1.107673,1.035746,3.221374,2.927257,1.093609,0.696954,0.75779,3.560386,2.96167,1.298645,1.216552,1.466611,4.034822,3.381003,1.061259,1.167248,4.136999,5.034429,6.317597,2.51625,1.261543,1.569248,6.173236,6.202605,3.575512,1.417036,1.410195,40.397018,8.918345,3.137788,1.365133,1.81373,27.896559,9.060706,4.525867,1.219563,1.272953,1702545503
goutampq.normal.csv,49.990993,9.919414,3.129704,0.786663,1.02809,141.586166,15.379303,6.979965,1.073527,1.04715,7.017631,3.755269,1.993586,1.067506,0.882681,16.239115,5.749516,3.173322,1.007237,0.952704,4.142276,1.515793,1.482541,1.630933,2.52705,19.580853,5.158776,4.071652,2.221247,1.916363,2.689085,2.424515,1.602419,1.201382,1.05725,3.953883,3.235796,1.111879,0.729658,0.745998,4.293601,3.11085,1.323977,1.22684,1.44233,4.741504,3.628746,1.156087,1.284864,4.06101,6.874783,7.367605,2.401177,1.230492,1.561637,8.219189,7.226177,3.354018,1.405816,1.44218,46.337723,9.841661,3.374208,1.333654,1.759756,38.46172,11.316618,4.596467,1.267871,1.291365,1702545503
goutampq.normal.csv,59.25705,10.723615,3.172902,0.804289,0.983247,172.111588,17.818436,7.262994,1.169147,1.084715,8.226995,3.927638,1.75014,1.084866,0.845156,17.766546,6.877258,2.984103,1.08192,0.938575,4.277314,2.006615,1.326453,2.025009,2.528828,17.623384,5.397787,4.090274,2.487697,1.941837,2.942331,2.627342,1.54078,1.276216,1.042881,4.47959,3.441377,1.029482,0.782762,0.712517,4.884673,3.312447,1.289093,1.321623,1.410721,5.267505,4.065893,1.288865,1.465793,3.820425,8.891191,8.320027,2.184024,1.308918,1.519101,10.266662,7.93987,2.91513,1.470428,1.433526,49.482384,10.217392,3.420709,1.388272,1.648168,45.133553,12.696251,4.30002,1.390206,1.270537,1702545503
goutampq.normal.csv,60.958065,10.141784,2.985848,0.855881,0.906266,180.588089,18.495644,6.679852,1.247226,1.070459,8.941148,3.840968,1.394543,1.105295,0.789888,17.835056,7.709609,2.531873,1.169796,0.891176,4.38782,2.567798,1.09686,2.336427,2.513381,14.424413,5.688079,3.839168,2.69947,1.952464,3.047178,2.675377,1.37468,1.292403,1.014599,4.627424,3.623089,0.901829,0.825575,0.68197,5.168288,3.700374,1.272786,1.457631,1.402986,5.546792,4.698069,1.481549,1.64721,3.530822,10.755315,8.925603,1.988954,1.429492,1.463513,12.024407,8.142329,2.409698,1.553237,1.404791,48.910885,9.955595,3.243493,1.467284,1.497977,46.30825,12.766349,3.735855,1.50694,1.219673,1702545503
goutampq.normal.csv,54.718102,8.443267,2.634689,0.895091,0.817403,164.867981,17.416338,5.39222,1.262714,1.012172,9.08077,3.542565,1.026324,1.089354,0.734356,16.814962,8.010731,1.929339,1.226601,0.820158,4.517918,3.052435,0.889272,2.489342,2.531164,11.058571,5.750575,3.406304,2.726128,1.981731,3.224527,2.608019,1.208281,1.23228,0.998641,4.481396,3.968985,0.829441,0.830618,0.672118,5.16606,4.421389,1.348877,1.571522,1.428575,5.585497,5.492729,1.705404,1.766418,3.289037,12.043247,9.089978,1.935564,1.512736,1.4079,12.986935,7.878406,2.019665,1.58657,1.371966,45.680408,9.180039,2.883076,1.506514,1.330358,41.676414,11.621552,3.107581,1.541472,1.1493,1702545503
goutampq.normal.csv,42.497349,6.26973,2.246527,0.901175,0.73213,130.380554,15.082588,3.838445,1.211335,0.927914,8.557436,3.15095,0.767418,1.020308,0.688266,14.667357,7.70909,1.354097,1.237205,0.739878,4.707113,3.334677,0.806706,2.497038,2.62184,8.588278,5.530589,2.97008,2.539743,2.053657,3.749331,2.526199,1.14555,1.114739,1.011089,4.31931,4.657528,0.869955,0.789429,0.683589,5.071045,5.513485,1.515401,1.619897,1.473069,5.493652,6.389748,1.901232,1.799001,3.136999,12.317139,8.890797,2.090901,1.531931,1.355334,12.95958,7.381241,1.892342,1.546659,1.337255,40.796673,8.276768,2.474431,1.500393,1.16837,32.657917,9.759098,2.630441,1.476548,1.06655,1702545503
goutampq.normal.csv,28.709402,4.325199,1.95365,0.888266,0.659853,89.922852,12.379449,2.520011,1.12721,0.838735,7.726943,2.807019,0.715896,0.914782,0.653301,11.921173,6.926899,0.974528,1.21887,0.6664,4.914373,3.371809,0.907278,2.450764,2.796293,7.432611,5.188895,2.764632,2.220961,2.158071,4.814326,2.52295,1.251242,0.984162,1.04533,4.460771,5.720378,1.03452,0.716585,0.701386,5.167657,6.871035,1.726146,1.589855,1.507512,5.426178,7.310354,2.034359,1.765188,3.057662,11.574627,8.48802,2.444683,1.517388,1.304557,12.071271,6.921115,2.094816,1.466766,1.293283,34.87159,7.545305,2.195087,1.493819,1.037673,22.415548,7.812641,2.437219,1.358949,0.976119,1702545503
goutampq.normal.csv,16.793756,3.060559,1.838264,0.88119,0.600507,53.955502,10.075091,1.750542,1.044963,0.755824,6.664087,2.606301,0.898252,0.804984,0.622616,9.347802,5.914362,0.866071,1.199528,0.608483,5.003704,3.203846,1.175044,2.452559,3.031211,7.602047,4.90655,2.947231,1.908822,2.244209,6.178565,2.619465,1.522576,0.882072,1.074087,4.869412,6.984842,1.296306,0.638692,0.703815,5.405598,8.231679,1.920384,1.494718,1.501077,5.319202,8.112811,2.094747,1.699306,2.987887,9.913033,7.97867,2.879704,1.512366,1.249633,10.543926,6.647018,2.567786,1.39789,1.227013,28.212009,7.02314,2.128261,1.522616,0.947774,13.50801,6.250718,2.502592,1.255584,0.877677,1702545504
goutampq.normal.csv,9.115063,2.510288,1.904735,0.900436,0.550499,30.420944,8.453911,1.561896,0.991311,0.682638,5.682763,2.55546,1.254668,0.728568,0.588176,6.91863,4.924796,1.003024,1.206424,0.568474,5.051656,2.902017,1.5145,2.546458,3.271579,9.079755,4.752259,3.495175,1.743635,2.250731,7.573525,2.757879,1.900312,0.836018,1.067237,5.504546,8.116583,1.609157,0.588529,0.676305,5.895079,9.24183,2.06561,1.374399,1.437736,5.31055,8.600739,2.097021,1.629946,2.861799,7.893239,7.360781,3.229514,1.551107,1.18782,8.87605,6.513829,3.152555,1.38576,1.133814,21.028866,6.497312,2.25936,1.591658,0.892844,7.644827,5.20536,2.68561,1.219141,0.773193,1702545504
goutampq.normal.csv,5.411406,2.460991,2.086967,0.947472,0.510063,19.16188,7.488238,1.723382,0.972761,0.620312,4.838005,2.60699,1.658015,0.704864,0.548028,5.14987,4.13066,1.292424,1.241726,0.545433,4.982257,2.556171,1.791584,2.689889,3.447868,11.288285,4.772134,4.269253,1.780187,2.14259,8.467931,2.872464,2.288949,0.844316,1.010754,5.977885,8.750825,1.888197,0.584616,0.621324,6.305204,9.592614,2.127743,1.262875,1.327621,5.269229,8.605514,2.045709,1.547143,2.644974,6.095619,6.630311,3.351732,1.633968,1.125585,7.455192,6.382141,3.638875,1.438603,1.02521,14.310822,5.799526,2.467987,1.672212,0.865322,4.78607,4.594857,2.814674,1.260393,0.67443,1702545504
goutampq.normal.csv,4.115552,2.708859,2.305528,1.005266,0.482865,15.098553,7.046052,1.966364,0.983227,0.571135,4.142112,2.755053,1.984091,0.725936,0.506292,3.957824,3.679075,1.6308,1.281659,0.536044,4.729074,2.267874,1.912411,2.792034,3.499268,14.313785,5.117282,5.068873,1.983056,1.933817,8.484528,2.95924,2.575516,0.882172,0.912072,6.006558,8.716783,2.051777,0.622112,0.554284,6.365061,9.231794,2.1013,1.175544,1.198106,5.073799,8.126286,1.953768,1.431899,2.347259,4.813256,5.936031,3.233409,1.724322,1.073396,6.423957,6.232314,3.88823,1.521928,0.921596,9.020876,5.077714,2.64039,1.722272,0.864989,3.815542,4.368284,2.825917,1.348311,0.599105,1702545504
