Source.Name,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma,Column1
pralhadspell.normal.csv,4.067938,2.751642,1.000948,1.37164,1.598068,8.455557,6.674137,1.514119,2.617583,5.535446,3.997562,2.653215,1.164621,0.644019,0.288164,36.072903,7.266407,5.036647,4.202005,6.285285,2.624949,2.733493,0.264838,1.810246,1.94942,2.3482,1.195454,0.226611,0.632412,0.932094,1.277539,0.488973,0.150956,0.396731,0.819579,2.866364,1.591547,0.562801,1.113552,1.507219,6.050773,2.919187,0.954938,1.915365,2.396581,30.730835,11.198689,2.319642,2.898458,3.032643,27.191593,5.004288,3.367427,2.442151,3.030186,8.650328,4.365923,1.314174,1.712428,1.696328,110.117798,28.497799,8.09328,4.475403,3.888885,24.186495,6.010209,1.95555,2.058662,2.11858,
pralhadspell.normal.csv,3.987892,2.697138,0.899517,1.328841,1.806353,5.339615,5.537466,1.724724,2.728009,5.662143,4.207852,2.722939,0.99618,0.651342,0.313739,33.056496,7.239704,4.800392,3.594095,6.901544,2.625452,2.336335,0.186494,1.876594,2.080252,2.503686,1.113217,0.231796,0.646102,1.005201,1.292886,0.482946,0.173268,0.387171,0.887227,2.879276,1.552943,0.490948,1.08945,1.617834,6.162932,2.759447,0.820849,1.82705,2.467706,26.172987,9.573112,2.240495,2.588911,3.261515,28.63805,5.454142,3.145769,2.470901,3.283859,7.521028,3.976702,1.162969,1.66822,1.909111,89.197144,26.605881,7.45576,4.491609,4.081539,24.494635,6.775634,2.026674,2.004939,2.37536,
pralhadspell.normal.csv,3.697471,2.512921,0.77766,1.217917,1.940935,4.602221,4.72375,1.903423,2.782993,5.726252,4.740142,2.717103,0.850334,0.624496,0.334441,29.309591,7.387836,4.36981,2.8406,7.354027,2.815745,1.811999,0.141959,1.774301,2.117818,2.580955,0.987415,0.238206,0.609272,1.054476,1.267673,0.468014,0.194225,0.354077,0.933581,3.178654,1.50434,0.425825,0.999556,1.698578,6.326506,2.548886,0.689922,1.621006,2.492101,23.50012,7.914136,2.32515,2.218247,3.380608,27.112823,5.747068,2.750655,2.365262,3.447391,6.848879,3.459504,0.975304,1.523653,2.071001,77.171692,25.824602,7.40698,4.58048,4.169374,32.58437,8.853237,2.529011,1.910608,2.545815,
pralhadspell.normal.csv,3.446608,2.265443,0.6737,1.070667,1.958304,4.577617,3.982341,2.009773,2.774388,5.64209,5.238101,2.605574,0.757,0.557078,0.343788,25.987125,7.747864,3.886439,2.115502,7.477164,2.968921,1.286077,0.142865,1.545688,2.039397,2.483291,0.837474,0.239174,0.532532,1.063798,1.180027,0.433263,0.203358,0.307181,0.943416,3.443378,1.42743,0.376386,0.861373,1.712617,6.36487,2.34715,0.598118,1.356682,2.440791,22.943022,6.937512,2.768859,1.929567,3.345421,23.1504,5.844075,2.256644,2.184241,3.454276,6.535805,3.00575,0.798261,1.325544,2.131847,80.198845,27.812716,8.550599,4.943816,4.181789,48.255436,12.181436,3.418963,1.874983,2.57561,
pralhadspell.normal.csv,4.000187,2.040867,0.617876,0.947142,1.851068,5.893475,3.406982,2.130086,2.75628,5.401185,5.640453,2.394277,0.741402,0.471667,0.340309,24.633139,8.034695,3.442275,1.6021,7.179679,3.281041,0.883668,0.189589,1.289034,1.856207,2.347008,0.69078,0.229125,0.450948,1.024243,1.13761,0.386667,0.195074,0.270597,0.907051,3.811347,1.322093,0.340156,0.727502,1.643258,6.710183,2.215569,0.561961,1.13836,2.303782,25.757402,6.987292,3.622904,1.83569,3.16004,19.073116,5.789384,1.773746,2.050678,3.288508,6.781569,2.711199,0.669165,1.17158,2.077984,101.376755,32.477329,11.22612,5.690751,4.144238,68.459183,16.497688,4.564482,1.992702,2.459385,
pralhadspell.normal.csv,6.432071,1.959923,0.625613,0.898921,1.651891,9.771176,3.265232,2.346036,2.785702,5.075481,6.036514,2.120257,0.811942,0.404185,0.327501,25.2444,7.943388,3.063015,1.39959,6.485956,3.596712,0.664281,0.269219,1.097552,1.612928,2.065115,0.570176,0.209662,0.402598,0.939414,1.133565,0.342961,0.174195,0.270024,0.826054,4.091467,1.196002,0.318368,0.656269,1.503758,7.422709,2.148246,0.580429,1.058143,2.099361,32.899769,7.750367,4.715766,1.947971,2.873966,15.734061,5.616413,1.419938,2.072336,2.995863,7.91186,2.531866,0.613113,1.149579,1.937769,130.705597,37.831894,14.972383,6.681163,4.059257,87.637131,21.308706,5.672288,2.282841,2.244169,
pralhadspell.normal.csv,10.911742,2.135826,0.684955,0.940691,1.418427,16.519344,3.673435,2.657005,2.869058,4.761814,6.57525,1.858229,0.938467,0.379064,0.311912,27.818001,7.286751,2.692154,1.499863,5.532872,4.026702,0.618873,0.354644,1.018,1.36743,1.762751,0.493081,0.188197,0.41081,0.824781,1.218528,0.316226,0.153986,0.317749,0.714941,4.413149,1.072565,0.320787,0.67924,1.332593,8.563785,2.111503,0.63733,1.144623,1.870859,43.419495,8.592619,5.710827,2.182552,2.561387,14.039573,5.370882,1.281492,2.277387,2.663343,9.528257,2.376051,0.636234,1.282918,1.769085,156.143173,41.096054,18.757919,7.620491,3.914794,101.91214,25.466621,6.364809,2.66979,2.004248,
pralhadspell.normal.csv,16.734669,2.610612,0.764702,1.04118,1.207354,25.309074,4.593586,2.985583,2.955331,4.554733,7.278973,1.705562,1.079677,0.395094,0.29985,31.056345,6.311631,2.318498,1.802769,4.533503,4.469143,0.707045,0.423853,1.034052,1.166324,1.654841,0.481969,0.177861,0.472989,0.702909,1.351942,0.315322,0.147628,0.403484,0.597245,4.707277,0.981252,0.35943,0.780951,1.176004,9.827854,2.073591,0.710693,1.346664,1.670201,54.888451,8.883025,6.268508,2.423288,2.288103,13.53755,5.078652,1.359675,2.587344,2.378122,11.301346,2.167492,0.724875,1.519758,1.629241,166.11203,41.045181,21.463385,8.167634,3.705101,104.704918,27.789057,6.368831,3.018656,1.80223,
pralhadspell.normal.csv,22.467436,3.282384,0.823814,1.139717,1.050647,33.957256,5.748321,3.195967,2.960044,4.547626,7.973227,1.737916,1.181813,0.433331,0.295189,33.677254,5.530452,1.990556,2.175943,3.6975,4.808463,0.874235,0.468227,1.083103,1.028196,1.599233,0.537842,0.189869,0.559175,0.594409,1.443656,0.334697,0.163268,0.496395,0.494833,4.805647,0.933828,0.437774,0.906308,1.067222,10.625548,2.007265,0.778109,1.556354,1.534314,63.288433,8.407286,6.181883,2.582267,2.088046,13.187959,4.74632,1.557689,2.862462,2.186874,12.495623,1.889209,0.842616,1.758319,1.545533,157.342026,38.411377,22.574762,8.130441,3.450771,95.627823,28.079216,5.722781,3.199382,1.659512,
pralhadspell.normal.csv,26.130571,3.931584,0.83073,1.177675,0.950326,39.887436,6.731084,3.208246,2.820427,4.81887,8.419411,1.961208,1.210718,0.471854,0.29782,34.971001,5.35979,1.793836,2.481947,3.162486,4.93995,1.080191,0.494164,1.093805,0.946124,1.668134,0.641421,0.227118,0.624808,0.512351,1.428781,0.362379,0.199963,0.557811,0.420999,4.544948,0.931695,0.545917,0.986285,1.015233,10.470611,1.910874,0.827811,1.662287,1.474989,65.731155,7.43342,5.467238,2.619717,1.964042,12.056829,4.368707,1.778506,2.979245,2.087845,12.746649,1.58401,0.955452,1.898575,1.511456,134.104492,34.914871,22.195757,7.533619,3.19225,80.032616,26.690434,4.666174,3.141071,1.559122,
pralhadspell.normal.csv,26.768578,4.334328,0.787813,1.134607,0.889596,41.133652,7.199735,3.068991,2.575544,5.396441,8.335337,2.324958,1.163234,0.495028,0.304346,34.544174,5.90346,1.783035,2.648556,2.966654,4.833063,1.283135,0.517762,1.036283,0.907237,1.796464,0.757348,0.284372,0.642215,0.462926,1.278177,0.386797,0.24862,0.564744,0.379925,3.894643,0.965037,0.658692,0.977625,1.006476,9.318946,1.816411,0.857439,1.612463,1.480027,62.346542,6.739223,4.493777,2.6018,1.909035,10.438032,4.013966,2.015994,2.921077,2.050015,12.106689,1.41894,1.056063,1.901298,1.500764,106.789116,32.494381,21.079081,6.554437,2.972413,64.521118,24.769249,3.641643,2.896233,1.475608,
pralhadspell.normal.csv,23.774391,4.351016,0.733559,1.025864,0.848083,37.325272,7.016368,2.925539,2.352903,6.198668,7.673141,2.70241,1.064994,0.499145,0.309928,33.1674,6.877776,1.938773,2.663243,3.055659,4.436057,1.429286,0.555455,0.914726,0.901072,1.900731,0.847559,0.355807,0.609641,0.445732,1.00519,0.400323,0.298192,0.519276,0.367026,2.959606,1.020989,0.744917,0.881961,1.015261,7.378516,1.780209,0.874546,1.429647,1.518905,55.253414,7.170604,3.89169,2.680343,1.919765,8.365945,3.808263,2.333656,2.751679,2.033754,11.044982,1.550577,1.199745,1.791511,1.482195,85.059456,31.811296,19.966919,5.475132,2.826503,56.174355,23.310678,3.089399,2.587053,1.394232,
pralhadspell.normal.csv,18.478348,4.014981,0.717001,0.897109,0.81639,29.532715,6.228939,2.908356,2.294763,7.032892,6.473316,2.93467,0.956066,0.492449,0.31143,31.52837,7.799043,2.213016,2.565855,3.331958,3.8678,1.472762,0.616124,0.764522,0.923294,1.962161,0.879943,0.433454,0.548549,0.460791,0.708124,0.397437,0.339844,0.444898,0.374629,2.021996,1.092465,0.780581,0.741314,1.017809,5.33642,1.874215,0.899087,1.198029,1.554909,48.765423,9.396227,4.202556,2.989433,1.98971,6.794147,3.917116,2.79902,2.579994,2.013934,10.055471,2.054236,1.452056,1.647386,1.437563,72.471001,32.295494,19.299223,4.535814,2.766479,56.22607,22.930927,3.215745,2.350714,1.320915,
pralhadspell.normal.csv,12.634333,3.496189,0.769685,0.796209,0.801648,20.252541,5.04836,3.023709,2.451486,7.665995,5.219473,2.925248,0.868769,0.485054,0.309364,30.887995,8.400485,2.482791,2.410163,3.708872,3.331808,1.390767,0.70075,0.634932,0.976803,1.975005,0.84071,0.512045,0.48898,0.513103,0.464029,0.374861,0.37363,0.372443,0.399292,1.348309,1.175394,0.757597,0.611305,1.005338,3.829757,2.139871,0.951097,1.013099,1.564393,43.934589,13.412165,5.546109,3.525781,2.098065,6.341574,4.403441,3.426478,2.491598,1.99328,9.66981,2.868243,1.834747,1.544722,1.370506,71.963715,32.253105,18.878927,3.86745,2.791054,61.193951,23.480658,3.94535,2.255557,1.279082,
pralhadspell.normal.csv,7.868345,3.033305,0.88564,0.743713,0.818597,12.182661,3.800985,3.156938,2.789662,7.921661,4.257996,2.68457,0.815058,0.483604,0.307677,31.197388,8.682916,2.636525,2.233608,4.121082,2.839751,1.199778,0.807771,0.555809,1.064819,1.92984,0.754028,0.596998,0.451645,0.605604,0.312654,0.338721,0.41138,0.322061,0.441148,1.014095,1.269895,0.69829,0.526826,0.983402,3.062765,2.549066,1.038969,0.921764,1.54273,42.321049,18.353054,7.531486,4.12943,2.214617,7.240486,5.281147,4.130476,2.49996,1.993363,9.881454,3.824962,2.293153,1.508717,1.300823,75.66259,30.348972,18.194704,3.452222,2.90298,66.958298,24.10449,4.929568,2.274388,1.295347,
pralhadspell.normal.csv,5.262121,2.785042,1.015582,0.727196,0.874178,7.105735,2.768865,3.155756,3.183681,7.73883,3.889506,2.322697,0.780827,0.491376,0.312215,32.111675,8.850595,2.62962,2.051223,4.499471,2.594759,0.983921,0.930051,0.534883,1.181774,1.971933,0.679613,0.694151,0.440506,0.726561,0.278123,0.311774,0.467124,0.296816,0.496534,1.088253,1.385007,0.645603,0.492305,0.961035,3.178202,3.016097,1.159338,0.908581,1.495263,41.593842,22.735399,9.471477,4.564814,2.30693,9.503717,6.442655,4.757158,2.532665,2.027856,10.212766,4.715098,2.705079,1.506431,1.249399,80.154907,26.877888,16.808826,3.186431,3.099109,67.142952,23.859417,5.752614,2.31877,1.375817,
pralhadspell.normal.csv,4.575667,2.749194,1.086173,0.718936,0.959188,4.978579,2.052283,2.961392,3.478833,7.175547,4.376687,1.949265,0.757288,0.513467,0.329275,33.242397,9.169903,2.496401,1.873042,4.755548,2.480833,0.848827,1.049192,0.554505,1.306723,2.028224,0.671104,0.796593,0.443029,0.846329,0.289218,0.318605,0.541882,0.28454,0.554102,1.304605,1.520683,0.633363,0.485877,0.94438,3.615082,3.424063,1.288206,0.91814,1.430777,39.764256,25.140713,10.720304,4.669608,2.356309,12.704399,7.646302,5.111876,2.500347,2.088495,10.299267,5.338908,2.933128,1.485229,1.22856,88.757866,23.752642,14.708757,3.110216,3.401141,62.011242,21.818512,5.994517,2.300692,1.498284,
pralhadspell.normal.csv,4.973596,2.811612,1.059246,0.709345,1.052839,4.628479,1.601675,2.614495,3.574667,6.373588,5.509702,1.684735,0.739316,0.554549,0.362276,33.993046,9.664354,2.306479,1.771519,4.814804,2.44128,0.858192,1.133107,0.586805,1.407326,2.109924,0.742897,0.881776,0.446698,0.928134,0.306906,0.370153,0.61807,0.272103,0.598836,1.539291,1.657333,0.669424,0.485043,0.935373,4.240721,3.658701,1.399068,0.90946,1.359541,37.642231,24.874546,10.958874,4.457674,2.361927,15.868229,8.595145,5.126112,2.381107,2.152495,9.991634,5.563631,2.906315,1.428355,1.239445,104.841667,23.727625,12.485929,3.42685,3.839356,50.343456,18.141464,5.566988,2.214736,1.624972,
pralhadspell.normal.csv,5.67437,2.813021,0.944414,0.711115,1.128647,5.17603,1.34597,2.20547,3.44803,5.49134,7.190402,1.593104,0.732992,0.613611,0.407699,34.387024,10.103563,2.085377,1.84321,4.640305,2.52119,1.001207,1.154287,0.618135,1.452648,2.235832,0.870628,0.919478,0.449547,0.944275,0.320891,0.45717,0.665669,0.257204,0.617982,1.697602,1.763956,0.724273,0.483117,0.929076,4.757062,3.628426,1.453066,0.878461,1.285328,36.352905,22.158018,10.230408,4.050475,2.323145,18.215322,8.955575,4.817272,2.224204,2.187485,9.444293,5.324938,2.629063,1.356528,1.267231,126.62603,29.130999,10.739197,4.315592,4.395061,38.484787,13.745065,4.596698,2.114424,1.709926,
pralhadspell.normal.csv,6.181519,2.660258,0.783544,0.752104,1.162665,6.295232,1.205719,1.83627,3.130995,4.646777,9.127407,1.638957,0.739218,0.679764,0.453187,34.719364,10.316678,1.817981,2.165378,4.256001,2.698412,1.216813,1.095909,0.650769,1.425557,2.277251,1.002263,0.884934,0.45662,0.887637,0.331436,0.551508,0.655899,0.247215,0.604894,1.751082,1.806218,0.748546,0.495542,0.91568,5.057039,3.320184,1.412795,0.861626,1.207087,36.610359,18.092882,8.827742,3.616351,2.241973,19.021055,8.538501,4.283881,2.121572,2.16316,9.178869,4.681569,2.185144,1.314763,1.287016,144.700195,40.60416,9.737412,5.743957,4.967667,29.576653,9.697964,3.421019,2.094305,1.715337,
pralhadspell.normal.csv,6.275589,2.364219,0.629341,0.846083,1.143429,7.287745,1.143766,1.591408,2.717717,3.8795,10.812812,1.737363,0.754994,0.733334,0.481693,33.827389,10.186015,1.526282,2.700297,3.738564,2.759874,1.415777,0.96852,0.68844,1.327567,2.155274,1.086829,0.778307,0.468806,0.773468,0.341157,0.615733,0.580793,0.246454,0.561216,1.736266,1.756653,0.708772,0.536093,0.884057,5.078876,2.793745,1.274476,0.887912,1.122043,38.039551,13.972659,7.215059,3.272303,2.122448,18.092062,7.409979,3.655186,2.116911,2.065852,9.51624,3.785317,1.71187,1.319283,1.274303,155.927628,56.201351,9.382274,7.358497,5.400584,26.31657,6.990462,2.385835,2.207818,1.628459,
pralhadspell.normal.csv,5.956474,1.979463,0.528944,0.985626,1.078226,7.925586,1.097179,1.457974,2.323587,3.174806,11.68674,1.783203,0.769064,0.754335,0.480087,32.950005,9.730931,1.264074,3.311832,3.197569,2.703685,1.527187,0.803706,0.738357,1.178854,1.913195,1.089444,0.626234,0.485776,0.634168,0.374323,0.620571,0.460242,0.256765,0.498149,1.721833,1.613316,0.606754,0.610947,0.830182,4.853615,2.202919,1.095028,0.966295,1.03449,39.782539,10.758092,6.08441,3.120265,1.979668,15.894967,5.912632,3.082956,2.190336,1.909223,10.365526,2.875591,1.396658,1.358376,1.221155,162.293793,71.340378,9.913293,8.828636,5.615147,30.280296,5.959608,1.782899,2.435339,1.467867,
pralhadspell.normal.csv,5.288942,1.568481,0.489585,1.139477,0.989651,8.041378,1.021601,1.360635,2.036863,2.529977,11.419021,1.699018,0.758389,0.732283,0.446152,29.986275,9.085147,1.063199,3.803799,2.74002,2.523697,1.519014,0.637011,0.796945,1.011215,1.620058,0.997184,0.464877,0.50369,0.5063,0.438369,0.55998,0.329197,0.27379,0.432046,1.737816,1.401631,0.46865,0.708095,0.759302,4.708984,1.798213,0.954865,1.07587,0.955182,48.724419,10.739643,6.48942,3.452006,1.876809,13.09813,4.523533,2.638028,2.283749,1.728254,11.750296,2.355855,1.411731,1.415288,1.143376,216.90448,86.336418,13.717733,10.614117,5.878686,42.810627,6.449692,1.697271,2.71243,1.279039,
pralhadspell.normal.csv,4.552262,1.186926,0.490121,1.261643,0.9027,7.621044,0.921968,1.236617,1.898269,1.979407,9.879608,1.473466,0.714951,0.671018,0.389563,27.078007,8.344473,0.943708,4.003516,2.417392,2.325795,1.411705,0.518562,0.847625,0.859396,1.378928,0.8391,0.32847,0.515761,0.416431,0.524628,0.454689,0.226511,0.2874,0.377157,1.794083,1.173499,0.341489,0.799691,0.683397,5.099711,1.80787,0.969635,1.178788,0.895368,80.127388,16.879478,9.920498,4.7071,1.925596,10.336074,3.684615,2.429469,2.338601,1.559399,14.253098,2.61234,1.911576,1.492946,1.070277,375.308746,108.659454,25.18218,13.961562,6.729573,62.370178,7.890902,2.185233,2.973513,1.114426,
pralhadspell.normal.csv,4.03143,0.871309,0.50452,1.309711,0.832468,7.001847,0.846955,1.076783,1.887011,1.560448,7.712106,1.187264,0.674536,0.59022,0.327188,21.943329,7.558125,0.908605,3.837882,2.205697,2.23119,1.260126,0.498634,0.875426,0.752938,1.296739,0.666793,0.241926,0.520292,0.373111,0.614911,0.339438,0.177371,0.289922,0.34124,1.872618,0.976799,0.270988,0.858173,0.615592,6.629607,2.291324,1.22408,1.242612,0.858961,147.721008,30.241686,17.165396,7.14005,2.209742,8.287376,3.557539,2.566818,2.325335,1.423127,18.776192,3.783138,2.947861,1.608477,1.024612,707.075623,145.111115,46.547611,19.895462,8.581366,86.711624,9.448126,3.196039,3.174053,1.008724,
pralhadspell.normal.csv,3.874854,0.658801,0.531821,1.26367,0.780013,6.237497,0.827585,0.912359,1.927484,1.288388,5.456816,0.985077,0.699904,0.516396,0.276355,17.376381,6.732852,0.929396,3.373462,2.038369,2.290892,1.135009,0.601457,0.867784,0.707012,1.368641,0.546412,0.216735,0.51972,0.368597,0.665955,0.24536,0.184641,0.279331,0.324949,1.894731,0.843324,0.284885,0.865018,0.564796,9.189897,3.099133,1.718946,1.253871,0.838627,249.831207,48.920898,27.5252,10.523952,2.715891,6.758455,4.00575,3.118916,2.248583,1.318347,25.488058,5.60122,4.395875,1.773104,1.008841,1150.376953,194.630142,75.842484,28.157104,11.351098,106.094818,10.406097,4.611635,3.294822,0.967007,
pralhadspell.normal.csv,4.010877,0.584124,0.577412,1.137646,0.738275,5.653185,0.888203,0.771501,1.928215,1.148631,3.795885,1.00399,0.836716,0.472388,0.247526,14.231462,5.770386,0.970792,2.791198,1.860629,2.459069,1.081101,0.801381,0.823676,0.718518,1.605634,0.5065,0.245121,0.517154,0.387542,0.673167,0.185928,0.226807,0.260976,0.32514,1.901239,0.780944,0.369775,0.818837,0.53731,12.459311,3.95707,2.322772,1.216068,0.824786,367.862671,68.457214,38.4105,14.020036,3.315773,6.085594,4.632091,3.947662,2.130798,1.23411,33.470825,7.536027,5.894683,1.958382,1.007141,1616.286743,247.447662,106.040611,36.826607,14.385875,116.139412,10.792388,6.116158,3.325334,0.970893,
pralhadspell.normal.csv,4.265601,0.667896,0.627673,0.971278,0.698686,5.456562,1.069619,0.68724,1.834434,1.114198,2.92241,1.311998,1.066304,0.46744,0.240321,13.926186,4.740951,1.004322,2.290442,1.658423,2.649036,1.100923,1.021812,0.75467,0.769318,1.990053,0.540823,0.293678,0.511831,0.416084,0.630434,0.158264,0.267609,0.243924,0.337082,1.922134,0.782438,0.477653,0.733903,0.535871,15.351404,4.549323,2.826893,1.147787,0.812533,468.890259,82.802803,46.354755,16.511387,3.805117,5.756282,5.028034,4.75158,2.008316,1.162283,40.514999,8.90156,6.954875,2.103384,0.996144,1946.778198,285.99231,127.686356,43.042095,16.685886,117.223648,11.187445,7.286532,3.261286,0.989693,
pralhadspell.normal.csv,4.45668,0.887521,0.675166,0.818272,0.656146,5.348321,1.396546,0.695438,1.662891,1.154152,2.85337,1.851592,1.311892,0.493132,0.245418,16.109329,3.859399,1.08927,2.01326,1.448925,2.708272,1.151271,1.17978,0.687365,0.829782,2.463145,0.615124,0.335717,0.503658,0.442096,0.558028,0.149264,0.28733,0.237015,0.353273,2.038287,0.821273,0.570569,0.636458,0.555927,16.882885,4.658045,3.059845,1.071693,0.799875,520.580566,87.119316,48.558117,17.088055,3.988248,5.724821,4.916675,5.194296,1.916367,1.097849,44.064491,9.186789,7.200422,2.141691,0.955946,2035.030518,294.472534,133.040207,44.285915,17.35792,110.947151,12.148066,7.794637,3.102941,0.994292,
pralhadspell.normal.csv,4.355323,1.166071,0.71362,0.720149,0.611248,5.645203,1.83506,0.817663,1.471382,1.251626,3.400547,2.412616,1.489321,0.531308,0.251326,20.12973,3.315764,1.275433,1.969414,1.26992,2.580592,1.174592,1.216306,0.650253,0.871098,2.980631,0.686828,0.360004,0.491886,0.45501,0.484535,0.148717,0.286346,0.243293,0.364751,2.308073,0.865865,0.628818,0.553623,0.587034,16.684559,4.244464,2.936226,1.003123,0.787088,505.92627,80.000145,44.119705,15.497533,3.77677,5.884679,4.293361,5.065723,1.863189,1.040977,42.616783,8.29348,6.51038,2.032822,0.881964,1834.420532,266.062286,120.029991,39.71463,16.063499,104.042313,13.730418,7.486699,2.861193,0.967406,
pralhadspell.normal.csv,4.1134,1.405358,0.735862,0.692768,0.56848,5.995389,2.26072,1.03087,1.328732,1.405178,4.060825,2.745836,1.542826,0.560608,0.250932,25.742634,3.066909,1.61862,2.082875,1.171078,2.329559,1.1358,1.111067,0.663423,0.882241,3.45978,0.725004,0.35692,0.477331,0.450322,0.430269,0.157687,0.272774,0.260861,0.366974,2.66867,0.896759,0.642592,0.505864,0.619527,14.618254,3.51093,2.499834,0.953323,0.778862,429.478088,64.515854,34.570942,12.289911,3.238901,6.178559,3.360929,4.376716,1.841098,0.996381,35.775974,6.612926,5.10668,1.799127,0.792041,1418.973389,207.677399,93.193741,30.678591,13.17376,95.735245,15.457802,6.478008,2.566262,0.908368,
pralhadspell.normal.csv,3.793474,1.541094,0.743448,0.736338,0.536502,7.067731,2.55702,1.267086,1.299914,1.632829,4.700696,2.707932,1.472106,0.570363,0.246724,31.578165,3.054156,2.123876,2.273352,1.204314,2.037659,1.056139,0.910055,0.726293,0.874371,3.706092,0.718846,0.333764,0.464419,0.435559,0.396592,0.180807,0.261284,0.286337,0.365568,3.010602,0.908535,0.629145,0.509125,0.652024,11.908366,2.780162,1.929358,0.94165,0.787045,321.375275,46.417133,23.232744,8.581439,2.564126,6.504497,2.419436,3.373526,1.866206,0.978863,26.347094,4.802939,3.47586,1.530792,0.722459,930.664551,137.229111,61.405891,20.119062,9.605216,87.382103,16.577637,5.120407,2.277465,0.83486,
pralhadspell.normal.csv,3.656267,1.540354,0.751009,0.835044,0.523929,8.192212,2.620673,1.466986,1.463405,1.957532,5.338141,2.321342,1.329196,0.565791,0.248794,38.93676,3.129716,2.72302,2.510179,1.388943,1.725507,0.968315,0.697814,0.819452,0.867866,3.606655,0.678976,0.313703,0.460881,0.4237,0.366692,0.218607,0.269373,0.317977,0.370832,3.1933,0.908252,0.624571,0.573354,0.686814,9.111262,2.293374,1.445858,0.982812,0.820197,212.440262,31.107931,13.436409,5.466854,1.966215,6.716469,1.714525,2.404479,1.968884,1.004315,16.666666,3.401847,2.122077,1.334066,0.705614,498.561279,74.764236,33.536484,11.144232,6.367935,77.645973,16.410561,3.818419,2.059421,0.775328,
pralhadspell.normal.csv,4.216895,1.452345,0.780182,0.964963,0.542387,10.8155,2.44795,1.619595,1.878892,2.37191,6.009878,1.758054,1.187441,0.562555,0.268525,45.676327,3.312287,3.278062,2.803945,1.70465,1.48884,0.907155,0.565249,0.919053,0.881033,3.179521,0.622568,0.324317,0.477149,0.427627,0.325534,0.266746,0.311154,0.357221,0.390465,3.096908,0.91089,0.675914,0.702193,0.728407,6.873495,2.117953,1.235106,1.088332,0.882251,128.574387,21.403471,7.179139,3.554134,1.586004,6.781919,1.332856,1.745707,2.167871,1.09042,9.309767,2.649218,1.354173,1.278618,0.756354,213.773117,32.765919,15.29046,5.62781,4.12497,65.194504,14.74397,2.850424,1.94925,0.760772,
pralhadspell.normal.csv,5.448192,1.365646,0.849796,1.103658,0.600343,13.518404,2.120786,1.779323,2.536512,2.832929,6.781207,1.26577,1.096245,0.572697,0.30985,51.427586,3.716609,3.660216,3.179804,2.098627,1.311465,0.887374,0.557067,1.00919,0.92232,2.494203,0.56987,0.377756,0.519777,0.452906,0.26949,0.313713,0.386529,0.406351,0.424376,2.774975,0.912782,0.816103,0.888418,0.780345,5.264421,2.116619,1.386497,1.259429,0.970691,78.454613,16.70579,4.534225,2.807881,1.442926,6.607259,1.200594,1.497997,2.447521,1.249346,5.570342,2.41279,1.196945,1.366041,0.866786,81.816994,12.771095,6.987855,3.576803,2.977281,52.299671,12.300957,2.343365,1.957814,0.811595,
pralhadspell.normal.csv,7.263612,1.344265,0.963863,1.237004,0.694175,16.948709,1.795858,2.048607,3.336691,3.291366,7.91594,1.026843,1.053988,0.598449,0.365141,54.467484,4.467258,3.814798,3.64738,2.504783,1.274227,0.901726,0.657747,1.084402,0.988352,1.806109,0.53991,0.462654,0.5871,0.496053,0.219918,0.345788,0.480903,0.464724,0.465532,2.336416,0.899788,1.049763,1.1134,0.842827,4.163435,2.088998,1.87222,1.483863,1.077066,52.658348,14.445314,4.159952,2.755928,1.455151,6.313949,1.16265,1.600024,2.767746,1.476159,4.496532,2.375925,1.440225,1.546099,1.010877,50.430729,7.049524,5.016851,3.578675,2.581799,44.179199,10.324837,2.267005,2.06051,0.928487,
